url,utc,status,final_url,content_type,bytes,truncated,sha256,capture,error,ids
https://coefficientgiving.org/grants/,2026-09-14T21:06:14.694982+00:00,404,https://coefficientgiving.org/grants/,text/html; charset=UTF-8,72470,False,94569e07808b0d03df1566f140146a5eb43f5633bf1a6bde7bee8b98cc0f0a38,url-feeacb45db0c9a7c.bin,,ST109
https://coefficientgiving.org/grants/general-support-3/,2026-09-14T21:06:14.721642+00:00,404,https://coefficientgiving.org/grants/general-support-3/,text/html; charset=UTF-8,72489,False,647f78c97ddc3bc5b27549bccece37ed00304f2b7b8a0ec31565c249856ef6fd,url-5eb2e3810595a717.bin,,TB02
https://coefficientgiving.org/grants/general-support-49/,2026-09-14T21:06:14.993292+00:00,404,https://coefficientgiving.org/grants/general-support-49/,text/html; charset=UTF-8,72490,False,4bb841cfe5334aac932d346d766d190c7b9d73fe26f212b57491fd7f2176597f,url-974f38c5926cff0b.bin,,TB03
https://coefficientgiving.org/grants/operating-costs/,2026-09-14T21:06:15.016048+00:00,404,https://coefficientgiving.org/grants/operating-costs/,text/html; charset=UTF-8,72487,False,fa4e6c9ba5e4a8b081fba925b2b9bf81cc84821c32a77b7be622378b0f999854,url-8dd6b35746adc1fa.bin,,TB04
https://gleave.me/,2026-09-14T21:06:15.087438+00:00,200,https://www.gleave.me/,text/html; charset=UTF-8,35170,False,bff4f0a2e73f24b46d6a38bddbc917551547467e24115e17b763df424ee44dca,url-114e4fd042291656.bin,,B05
https://macroscopic.org/grants,2026-09-14T21:06:15.333409+00:00,200,https://macroscopic.org/grants,text/html; charset=utf-8,95319,False,b0351df692239bcf30a5e9839dd27ad8133d0085daedc6e4f6ddec825a7bfe1d,url-7f350ae33fd10400.bin,,M139 M140 M141 M142
https://majandus.postimees.ee/8418603/tabel-jaan-tallinna-osalusega-anthropicu-vaartus-on-nuud-enam-kui-kolmandik-triljonit,2026-09-14T21:06:15.614352+00:00,200,https://majandus.postimees.ee/8418603/tabel-jaan-tallinna-osalusega-anthropicu-vaartus-on-nuud-enam-kui-kolmandik-triljonit,text/html; charset=utf-8,181117,False,df767967e18f4c368e1c729c63a9736455e7654afd78e141e0ad9e0c39e16ea8,url-8ecb063565f0863e.bin,,ST41
https://metr.org/about,2026-09-14T21:06:15.655877+00:00,200,https://metr.org/about,text/html; charset=UTF-8,92522,False,a03b6bcdf177fdebccd47cc9595211a2b1e3ff12a7e70e81ced028c9ca18de99,url-9ece1a3a9a30d8c1.bin,,M75 K01
https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,2026-09-14T21:06:15.742554+00:00,200,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,text/html; charset=UTF-8,429310,False,d9d96bc369d5cdee3259950bb53dec3523d34667a6f94340726206b23b8ee378,url-8e38112b54f32b66.bin,,RW32
https://metr.org/team/adam-gleave/,2026-09-14T21:06:16.060830+00:00,200,https://metr.org/team/adam-gleave/,text/html; charset=UTF-8,39445,False,19fc24022583accf7aa67a35681df900b01bcaa9f2faad68dcde6ff157f8cc3f,url-8de7077d90c92d46.bin,,B05
https://openai.com/index/hugging-face-incident-and-the-road-ahead/,2026-09-14T21:06:16.158941+00:00,403,https://openai.com/index/hugging-face-incident-and-the-road-ahead/,text/html; charset=UTF-8,9949,False,d9a46fe4bf57a8f0aadaf82722c2b6748dd201fb1846ad50d6f499fe63840854,url-d8e6fd2ea6146d97.bin,,RW33
https://projects.propublica.org/nonprofits/full_text/202601289349302480/IRS990ScheduleD,2026-09-14T21:06:16.288614+00:00,200,https://pp-990-rendered.s3.us-east-1.amazonaws.com/202601289349302480_IRS990ScheduleD_0.html?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA266MJEJYTM5WAG5Y%2F20260914%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260914T210616Z&X-Amz-Expires=1800&X-Amz-SignedHeaders=host&X-Amz-Signature=8740dadb6b9e36cf3bd98640c0fefd0ff78c1d9f1a0d0294654da7e09e6f64aa,text/html,157062,False,cd573950e0b275dc7d50cbb38f07d791d68dcc6538649d9e173876f189ac6e72,url-9c6f7c6d2dffd5b0.bin,,ST106
https://projects.propublica.org/nonprofits/organizations/205205488,2026-09-14T21:06:16.365093+00:00,200,https://projects.propublica.org/nonprofits/organizations/205205488,text/html; charset=utf-8,370801,False,3a2b8030a46c7fa459b4c4fc2a5aacdea95da4d43cf3f4c3f7fe5cc604e6e76f,url-3f9215890b26a289.bin,,ST107
https://projects.propublica.org/nonprofits/organizations/237825575,2026-09-14T21:06:16.396234+00:00,200,https://projects.propublica.org/nonprofits/organizations/237825575,text/html; charset=utf-8,354472,False,b3372fc23ce57729b28d94bdb2d6867e6b35b312a38aa2ee845fab0e9445a5b3,url-b5acc544b262128f.bin,,ST108 ST116
https://projects.propublica.org/nonprofits/organizations/991219864/202523209349300367/full,2026-09-14T21:06:16.512523+00:00,200,https://projects.propublica.org/nonprofits/organizations/991219864/202523209349300367/full,text/html; charset=utf-8,26555,False,9476f8ba76c0ba541d9a033974449ce0a92604868ba37550e011292adf3a4bea,url-5564f9816f8a238b.bin,,B05
https://stratechery.com/2025/an-interview-with-asana-founder-dustin-moskovitz-about-ai-saas-and-safety/,2026-09-14T21:06:16.587439+00:00,200,https://stratechery.com/2025/an-interview-with-asana-founder-dustin-moskovitz-about-ai-saas-and-safety/,text/html; charset=UTF-8,353960,False,c7d9a68a4764143a6624e2e191dcc7cc49e9315af8d8997344acab3947a2fd1e,url-ae456e2c4c20e753.bin,,ST118
https://survivalandflourishing.fund/2024/recommendations,2026-09-14T21:06:16.654590+00:00,200,https://survivalandflourishing.fund/2024/recommendations,text/html; charset=utf-8,90523,False,c8951c7bd6a05dda0eb4d9d997e612f899adb468a3cb6ba45ee80b7d2841eab3,url-244ccf9e43e90961.bin,,TB05
https://survivalandflourishing.fund/2025/recommendations,2026-09-14T21:06:16.891816+00:00,200,https://survivalandflourishing.fund/2025/recommendations,text/html; charset=utf-8,105016,False,2826098681a25dfcde3a5e2dae2d13781b14343e023d547a034f6c398961941e,url-c255d8c9c9668fd1.bin,,TB06
https://unchainedcrypto.com/ftx-seeks-bankruptcy-court-approval-to-sell-1-4-billion-stake-in-ai-startup-anthropic/,2026-09-14T21:06:16.942675+00:00,200,https://unchainedcrypto.com/ftx-seeks-bankruptcy-court-approval-to-sell-1-4-billion-stake-in-ai-startup-anthropic/,text/html; charset=UTF-8,150368,False,7cbb737f8e21b3518411f7d8009e292336b11900ea45b33b727f1f1d2aa647a6,url-c1141ddb104e6a51.bin,,IV02
https://web.archive.org/web/20241001000000/https://www.openphilanthropy.org/how-to-apply-for-funding/,2026-09-14T21:06:17.096928+00:00,200,https://web.archive.org/web/20240927040853/https://www.openphilanthropy.org/how-to-apply-for-funding/,text/html; charset=UTF-8,124762,False,c6d8c94dfd0649e9606855c05206ad49b487455439303b91ebe492c15b6d841f,url-effc09528c527291.bin,,ST114
https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,2026-09-14T21:06:17.126767+00:00,200,https://www.anthropic.com/news/anthropic-raises-124-million-to-build-more-reliable-general-ai-systems,text/html; charset=utf-8,140825,False,61a82246b6a6bc505f38cb6eca0136492b540af48164098a7293acb2a8fa4311,url-c050aa0c7cd8f1bc.bin,,ST54 IV01
https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,2026-09-14T21:06:17.176719+00:00,200,https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,text/html; charset=utf-8,160039,False,d0987c4c8d31c550e9039c0062128de492d2e743263da721be1ca3f2174e6525,url-b58bb99dfec2e318.bin,,IV09
https://www.anthropic.com/news/anthropic-raises-series-b-to-build-safe-reliable-ai,2026-09-14T21:06:17.329172+00:00,200,https://www.anthropic.com/news/anthropic-raises-series-b-to-build-safe-reliable-ai,text/html; charset=utf-8,142615,False,1787bace6bf4cbc945e5619ed535b08d51353249441f284fcaaa468357b12d94,url-c9af86716706db52.bin,,IV02
https://www.anthropic.com/news/anthropic-raises-series-e-at-usd61-5b-post-money-valuation,2026-09-14T21:06:17.336093+00:00,200,https://www.anthropic.com/news/anthropic-raises-series-e-at-usd61-5b-post-money-valuation,text/html; charset=utf-8,146133,False,b14fcb7c803305cb82ef7152a37e5d5656da04b8b7de0601c050f49bc69c1a09,url-b5be9ced97749de8.bin,,IV07
https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,2026-09-14T21:06:17.336747+00:00,200,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,text/html; charset=utf-8,148215,False,920ce3b0cfc35acedfe47c7bd5a79aa3107b0203e4f5f4d3565f97226087bceb,url-83a73ffe5e230d5f.bin,,IV08
https://www.anthropic.com/news/series-h,2026-09-14T21:06:17.477299+00:00,200,https://www.anthropic.com/news/series-h,text/html; charset=utf-8,149234,False,cafbd6dbafd637ecd39564eebcf4979bee053f029dab5ac1bc658c64f9627150,url-b5e22ae086a6b353.bin,,ST26 IV10
https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,2026-09-14T21:06:17.502897+00:00,200,https://www.anthropic.com/research/alignment-assessment-cybersecurity-incidents,text/html; charset=utf-8,504701,False,2ea4227a42a3ca3fc5081073cc01d6109d3a03c157a45a0dc0784ea539cc5394,url-415f8f1af13b2f4b.bin,,RW58
https://www.aripaev.ee/uudised/2026/01/05/aripaeva-aasta-ettevotja-tagasihoidlik-miljardar-kes-ohjeldab-tehisaru-kui-usa-valitsus-seda-ei-tee-teen-mina,2026-09-14T21:06:17.553195+00:00,200,https://www.aripaev.ee/uudised/2026/01/05/aripaeva-aasta-ettevotja-tagasihoidlik-miljardar-kes-ohjeldab-tehisaru-kui-usa-valitsus-seda-ei-tee-teen-mina,text/html; charset=utf-8,638299,False,5b270363c5e2fe2e52e812e1fd607940dc13fc2574012b0e1a017cc850ea399c,url-3ad5da4ee165a524.bin,,ST98
https://www.far.ai/about,2026-09-14T21:06:17.682108+00:00,200,https://www.far.ai/about,text/html; charset=utf-8,110123,False,8adbda17cfe2d911862b4319483d55945785201e9d94b8ac0afbbe42761316b1,url-163236348f33822d.bin,,B05
https://www.forbes.com.au/news/billionaires/this-billionaire-couple-has-a-plan-to-give-away-a-20-billion-facebook-fortune/,2026-09-14T21:06:17.751937+00:00,200,https://www.forbes.com.au/news/billionaires/this-billionaire-couple-has-a-plan-to-give-away-a-20-billion-facebook-fortune/,text/html; charset=UTF-8,227465,False,5e4a4e30ee740e01b0267317491d893d7f895369741b71b3a7aff82c9b6fe05d,url-41f902907757f935.bin,,ST32 ST33
https://www.forbes.com/profile/eric-schmidt/,2026-09-14T21:06:17.971692+00:00,200,https://www.forbes.com/profile/eric-schmidt/,text/html; charset=utf-8,894590,False,d35fb47f83809137f98c1e06dda3c34d17efce7e92338c95a269e71d6d1cb1f7,url-5796a0d842ec6293.bin,,ST49
https://www.forbes.com/sites/mattdurot/2026/04/20/reranking-the-worlds-billionaires-by-wealth--and-altruism/,2026-09-14T21:06:18.085407+00:00,403,https://www.forbes.com/sites/mattdurot/2026/04/20/reranking-the-worlds-billionaires-by-wealth--and-altruism/,text/html;charset=utf-8,770,False,cc80bed1ad1458bbaa6089f36cbc61e5b49be881dc0ba844c7f97ca0f3e8f90f,url-0b935740e2997256.bin,,ST92
https://www.forbes.com/sites/phoebeliu/2025/11/07/cari-tuna-billionaire-open-philanthropy-facebook/,2026-09-14T21:06:18.121266+00:00,403,https://www.forbes.com/sites/phoebeliu/2025/11/07/cari-tuna-billionaire-open-philanthropy-facebook/,text/html;charset=utf-8,770,False,5d6c734431825fd42c812581322e4e0ddbd18cf1ab31527c4f000ee0cb9832ac,url-91d0a72855b74598.bin,,ST91
https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c,2026-09-14T21:06:18.204957+00:00,200,https://www.greaterwrong.com/posts/yrephKDBFL6h9zAFv/beth-barnes-s-shortform/comment/w3e6cbHeozQJaJH5c,text/html; charset=utf-8,10479,False,e31dca3c7d1540a01c1786b06c4b3a0c92a6893923ad75c3002ced609ee86b4e,url-ca20a403167aebdb.bin,,G14
https://www.irs.gov/instructions/i990sb,2026-09-14T21:06:18.208911+00:00,200,https://www.irs.gov/instructions/i990sb,text/html; charset=UTF-8,115322,False,5de84a107365a130f5d5e2799870e540cf927f1e10568eca9cc76543f538faec,url-77b089bd29bde0ef.bin,,ST121
https://www.irs.gov/statistics/soi-tax-stats-split-interest-trust-statistics,2026-09-14T21:06:18.407130+00:00,200,https://www.irs.gov/statistics/soi-tax-stats-split-interest-trust-statistics,text/html; charset=UTF-8,114315,False,c7161b5631ce28429079f2583bf3de9c174306fc6ab33bf764ed7ef568bb3942,url-795346821a2f54eb.bin,,ST115
https://www.nbcnews.com/tech/security/two-ai-researchers-leave-anthropic-google-safety-concerns-rcna597086,2026-09-14T21:06:18.463594+00:00,200,https://www.nbcnews.com/tech/security/two-ai-researchers-leave-anthropic-google-safety-concerns-rcna597086,text/html; charset=utf-8,491914,False,53d46639ae1125cfc265b802c905bedfe8aaa6838f55ef5574994855fb2aa56a,url-195106b7b61a31d1.bin,,S13
https://www.nptrust.org/annual-reports/daf-spotlight-complex-assets/,2026-09-14T21:06:18.491486+00:00,200,https://www.nptrust.org/annual-reports/daf-spotlight-complex-assets/,text/html; charset=UTF-8,245167,False,46a9cdca94b8a7b39d9e05daf64552133247c093af1e7d09ee681d6e5d891a7e,url-8988ba2cf68e62db.bin,,ST104
https://www.nytimes.com/2026/09/03/technology/anthropic-ipo-investors-winners.html,2026-09-14T21:06:18.559442+00:00,403,https://www.nytimes.com/2026/09/03/technology/anthropic-ipo-investors-winners.html,text/html;charset=utf-8,771,False,4722cf44f309d4eada1a23607601b292e3c834b366bc87b8e287a305fd710c6b,url-3f0c11cac2ccbab9.bin,,ST96
https://www.redwoodresearch.org/research/hugging-face-incident,2026-09-14T21:06:18.693885+00:00,200,https://www.redwoodresearch.org/research/hugging-face-incident,text/html; charset=utf-8,867433,False,ec1da01649d7ea38d625530eac9d37c8094ac5ab79cdcf7ca0897dcdc66710cc,url-7099a20e3d4bf2e3.bin,,RW34
https://www.sec.gov/Archives/edgar/data/1326801/000132680120000037/facebook2020definitiveprox.htm,2026-09-14T21:06:18.737684+00:00,403,https://www.sec.gov/Archives/edgar/data/1326801/000132680120000037/facebook2020definitiveprox.htm,text/html,4819,False,5b1cb6f407b1738930fdac433feddab8982e5d54b4a85dcc94782f0578d53bdb,url-4f1ac28cbfc97b27.bin,,ST95
https://www.sec.gov/Archives/edgar/data/1823945/000119312521193553/d318922ds1.htm,2026-09-14T21:06:18.945998+00:00,403,https://www.sec.gov/Archives/edgar/data/1823945/000119312521193553/d318922ds1.htm,text/html,4819,False,b9d3469e3b8490cb9786c1aa73b910d47f7bf6ed7a427a9e2aa6d38d108d1f57,url-06391e46aff5f011.bin,,ST117
https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001549917,2026-09-14T21:06:18.960896+00:00,403,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001549917,text/html,4819,False,cc87a000928150155d4782c1b3fabccd708f9be12395a31a462ad89281057215,url-716a8e9b12ad9e01.bin,,ST99
https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001963565&type=13F,2026-09-14T21:06:19.061632+00:00,403,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001963565&type=13F,text/html,4819,False,029f4b02dd9be111728e8dbbe8a178c9a89be8c7478ad8884bf2182d00dd7811,url-988f762f58844e66.bin,,ST102
https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002058384,2026-09-14T21:06:19.084491+00:00,403,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0002058384,text/html,4819,False,37250ac95a18544ddf366e3ed4310d363809719763fd55793e53ee2408c7c4da,url-f1ea743d0efb72c2.bin,,ST101
https://www.theblock.co/post/284480/ftx-to-sell-two-thirds-of-anthropic-stake-for-884-million-with-buyers-including-jane-street-and-funds-managed-by-fidelity,2026-09-14T21:06:19.101202+00:00,403,https://www.theblock.co/post/284480/ftx-to-sell-two-thirds-of-anthropic-stake-for-884-million-with-buyers-including-jane-street-and-funds-managed-by-fidelity,text/html; charset=UTF-8,6060,False,d72cfc15dc495907f4164f557b350a792a6e1b739fa8836f1e95818c13bd9363,url-9925f40c23c5064d.bin,,IV05
https://www.theblock.co/post/298010/ftx-offloads-remaining-anthropic-shares-as-bankruptcy-cost-surpasses-700-million,2026-09-14T21:06:19.141310+00:00,403,https://www.theblock.co/post/298010/ftx-offloads-remaining-anthropic-shares-as-bankruptcy-cost-surpasses-700-million,text/html; charset=UTF-8,5874,False,48593693bcd6e5af61ad69e2acb696d630c71d8fe44324e3e3fe1c187030dca4,url-584f8843b33988eb.bin,,IV06
https://www.wsj.com/tech/ai/anthropic-boss-warns-ai-industry-must-slow-the-pace-a4267b56,2026-09-14T21:06:19.217087+00:00,401,https://www.wsj.com/tech/ai/anthropic-boss-warns-ai-industry-must-slow-the-pace-a4267b56,text/html;charset=utf-8,767,False,aff7939acfca4d152a4b60a63e67419abd0d08e31cff20c6f34a01a2f3b111bc,url-05687cd0e36b3586.bin,,IV11
https://www.wsj.com/tech/ai/jane-street-ai-wall-street-bdfcc81a,2026-09-14T21:06:19.221274+00:00,401,https://www.wsj.com/tech/ai/jane-street-ai-wall-street-bdfcc81a,text/html;charset=utf-8,767,False,4b6a303e1ecf7f54c81efa2d268d7cce58b64785b655f323d666b100aa90ce79,url-924d0abb7b096e13.bin,,ST97
https://x.com/METR_Evals/status/2082644379895050339,2026-09-14T21:06:19.245314+00:00,200,https://x.com/METR_Evals/status/2082644379895050339,text/html; charset=UTF-8,189360,False,0d3f0e5141b6389b813feeb842014b7c096b95419ae4ac3a5c1f5ecc01f1d390,url-60b20310e2ab14ac.bin,,RW31
https://x.com/METR_Evals/status/2097765966088487290,2026-09-14T21:06:19.246539+00:00,200,https://x.com/METR_Evals/status/2097765966088487290,text/html; charset=UTF-8,164091,False,83b4196f4d58262f53e2d304b981f9e916ad605dac09f154e7174a4fe03c072a,url-0c03628c5f5d2f33.bin,,RW58
https://x.com/RyanGreenblatt/status/2098799055573045589,2026-09-14T21:06:19.368753+00:00,200,https://x.com/RyanGreenblatt/status/2098799055573045589,text/html; charset=UTF-8,204451,False,559d9dc93ff2bff7353c66b37c56a70e84449b1aed6b5fa1b72b018297129cc7,url-89265fc76780a869.bin,,RW58
https://x.com/albrgr/status/2001669972171661401,2026-09-14T21:06:19.402073+00:00,200,https://x.com/albrgr/status/2001669972171661401,text/html; charset=UTF-8,118397,False,998a51ab26cfda899515ca1de983be889a17c31e123dea56000024398a32082c,url-378278a2270eaa5d.bin,,ST89
https://x.com/redwood_ai/status/2098795673248550984,2026-09-14T21:06:19.987026+00:00,200,https://x.com/redwood_ai/status/2098795673248550984,text/html; charset=UTF-8,219539,False,6cff9b441f6ca1401552bf399b88ce0973e58ced276f30a39888973d40c1f2b3,url-a7c55a8f0346e658.bin,,RW36
